"snail_ID","Axis1","Axis2","ecotype.x","sex_dissection","DistAlongPath","ecotype.y","group","cluster"
"ANG275",-68.2436788285813,-5.83789747509777,"Crab","female",64.67001437,"Crab","C_F","1"
"ANG277",4.8501585298579,-14.3098349755212,"Crab","female",67.53362738,"Crab","C_F","2"
"ANG278",1.99234834150663,-13.9248224717081,NA,"female",69.04219101,"Hybrid",NA,"2"
"ANG288",3.38901249589332,-17.2161198253979,NA,"female",72.1370051,"Hybrid",NA,"2"
"ANG295",2.14297150214401,-12.9396651568037,NA,"female",72.24460102,"Hybrid",NA,"2"
"ANG308",-4.95613800381184,21.1529391104459,NA,"female",85.84161558,"Hybrid",NA,"2"
"ANG315",2.28598863819561,-13.1553899259316,NA,"female",86.10859913,"Hybrid",NA,"2"
"ANG317",-13.8402493197034,30.7446751198326,NA,"female",86.17066926,"Hybrid",NA,"2"
"ANG318",5.9091672735854,-14.633765960049,NA,"female",86.29391237,"Hybrid",NA,"2"
"ANG320",4.56332993649092,-15.3450606997235,NA,"female",86.49310376,"Hybrid",NA,"2"
"ANG323",-10.3951470719403,19.2709863043852,NA,"female",86.68037399,"Hybrid",NA,"2"
"ANG324",55.8774950352282,29.5586326280597,NA,"female",86.71757313,"Hybrid",NA,"3"
"ANG325",3.45773885384537,-15.5511561801967,NA,"female",87.22780646,"Hybrid",NA,"2"
"ANG326",3.78581906293059,-12.4951702646096,NA,"female",86.57492884,"Hybrid",NA,"2"
"ANG330",4.88613479251634,-14.550739579182,NA,"female",86.17575069,"Hybrid",NA,"2"
"ANG334",2.42231729759227,-12.9031039480901,NA,"female",87.23331567,"Hybrid",NA,"2"
"ANG337",44.8685807197378,23.9266186976423,NA,"female",86.95192084,"Hybrid",NA,"3"
"ANG340",5.76387646754305,-14.388633653616,NA,"female",86.14972713,"Hybrid",NA,"2"
"ANG342",50.6815960194896,11.8851421950713,NA,"female",86.07109368,"Hybrid",NA,"3"
"ANG349",3.86949866765555,-13.1608986828826,NA,"female",86.07288741,"Hybrid",NA,"2"
"ANG350",3.65108812261154,-12.8653762989195,NA,"female",86.24917916,"Hybrid",NA,"2"
"ANG354",56.6552950647465,5.46159254955272,NA,"female",86.48637002,"Hybrid",NA,"3"
"ANG355",2.9031199634025,-14.6792625579902,NA,"female",86.5734891,"Hybrid",NA,"2"
"ANG362",3.6752862429683,-5.95489181225108,NA,"female",85.74633735,"Hybrid",NA,"2"
"ANG369",3.62120288663159,-11.2280794693859,NA,"female",87.22268706,"Hybrid",NA,"2"
